"Isolation","Trait","Observed","Expected","Percent","Count","Pvalue","Sig","TraitDiff","Direction","AbsDiff"
"Nematode","Sucrose_F",0,0.1381,0.8676,10000,1,0,-0.1381,"Random",0.1381
"Nematode","Maltose_F",0,0.084,0.9181,10000,1,0,-0.084,"Random",0.084
"Nematode","Lactose_F",0,0.0055,0.9945,10000,1,0,-0.0055,"Random",0.0055
"Nematode","Raffinose_F",0,0.0804,0.9223,10000,1,0,-0.0804,"Random",0.0804
"Nematode","Trehalose_F",0,0.149,0.8602,10000,1,0,-0.149,"Random",0.149
"Nematode","Inulin",0,0.0445,0.9562,10000,1,0,-0.0445,"Random",0.0445
"Nematode","Sucrose",1,1.1109,0.7768,8582,0.8582,0,-0.1109,"Random",0.1109
"Nematode","Raffinose",0,0.147,0.862,10000,1,0,-0.147,"Random",0.147
"Nematode","Melibiose",0,0.0443,0.9563,10000,1,0,-0.0443,"Random",0.0443
"Nematode","Galactose",0,0.4569,0.6241,10000,1,0,-0.4569,"Random",0.4569
"Nematode","Lactose",0,0.0479,0.953,10000,1,0,-0.0479,"Random",0.0479
"Nematode","Trehalose",4,3.6032,0.9426,6201,0.6201,0,0.3968,"Random",0.3968
"Nematode","Maltose",0,0.3286,0.7138,10000,1,0,-0.3286,"Random",0.3286
"Nematode","Melezitose",0,0.2405,0.7813,10000,1,0,-0.2405,"Random",0.2405
"Nematode","Methyl-?-D-glucoside",0,0.2378,0.7802,10000,1,0,-0.2378,"Random",0.2378
"Nematode","Soluble Starch",1,0.6033,0.9632,5656,0.5656,0,0.3967,"Random",0.3967
"Nematode","Cellobiose",0,0.3794,0.6758,10000,1,0,-0.3794,"Random",0.3794
"Nematode","Salicin",0,0.3887,0.664,10000,1,0,-0.3887,"Random",0.3887
"Nematode","L-Sorbose",5,3.7195,1,2291,0.2291,0,1.2805,"Random",1.2805
"Nematode","L-Rhamnose",0,0.0927,0.9099,10000,1,0,-0.0927,"Random",0.0927
"Nematode","D-Xylose",1,1.195,0.7358,8931,0.8931,0,-0.195,"Random",0.195
"Nematode","L-Arabinose",0,0.154,0.8542,10000,1,0,-0.154,"Random",0.154
"Nematode","D-Arabinose",0,0.1242,0.8821,10000,1,0,-0.1242,"Random",0.1242
"Nematode","D-Ribose",0,0.2058,0.8133,10000,1,0,-0.2058,"Random",0.2058
"Nematode","Methanol",0,0.0391,0.9616,10000,1,0,-0.0391,"Random",0.0391
"Nematode","Ethanol",5,4.6804,1,7171,0.7171,0,0.3196,"Random",0.3196
"Nematode","Glycerol",5,4.7467,1,7727,0.7727,0,0.2533,"Random",0.2533
"Nematode","Erythritol",0,0.1167,0.8884,10000,1,0,-0.1167,"Random",0.1167
"Nematode","Ribitol",0,0.3613,0.688,10000,1,0,-0.3613,"Random",0.3613
"Nematode","Galactitol",0,0.0371,0.9637,10000,1,0,-0.0371,"Random",0.0371
"Nematode","D-Mannitol",4,3.8381,0.917,7778,0.7778,0,0.1619,"Random",0.1619
"Nematode","D-Glucitol",4,3.8107,0.9216,7609,0.7609,0,0.1893,"Random",0.1893
"Nematode","myo-Inositol",0,0.0331,0.967,10000,1,0,-0.0331,"Random",0.0331
"Nematode","DL-Lactate",4,2.7135,0.9893,2166,0.2166,0,1.2865,"Random",1.2865
"Nematode","Succinate",5,4.5675,1,6353,0.6353,0,0.4325,"Random",0.4325
"Nematode","Citrate",0,0.3577,0.6915,10000,1,0,-0.3577,"Random",0.3577
"Nematode","D-Gluconate",0,0.3543,0.6947,10000,1,0,-0.3543,"Random",0.3543
"Nematode","D-Glucosamine",0,0.188,0.8247,10000,1,0,-0.188,"Random",0.188
"Nematode","Nitrate",0,0.0645,0.9372,10000,1,0,-0.0645,"Random",0.0645
"Nematode","Vitamin-free",0,0.074,0.9276,10000,1,0,-0.074,"Random",0.074
"Nematode","2-Keto-D-gluconate",4,2.9164,0.9884,2852,0.2852,0,1.0836,"Random",1.0836
"Nematode","Starch formation",0,0.0105,0.9896,10000,1,0,-0.0105,"Random",0.0105
"Nematode","Growth at 19°C",5,4.9952,1,9952,0.9952,0,0.00480000000000036,"Random",0.00480000000000036
"Nematode","Growth at 25°C",5,4.994,1,9940,0.994,0,0.00600000000000023,"Random",0.00600000000000023
"Nematode","Growth at 30°C",5,4.8265,1,8371,0.8371,0,0.1735,"Random",0.1735
"Nematode","Growth at 37°C",1,0.8998,0.8487,7342,0.7342,0,0.1002,"Random",0.1002
"Mushroom.Fungus","Glucose_F",49,47.354,0.8834,2692,0.2692,0,1.646,"Random",1.646
"Mushroom.Fungus","Galactose_F",31,28.3354,0.9166,1729,0.1729,0,2.6646,"Random",2.6646
"Mushroom.Fungus","Sucrose_F",7,9.991,0.1256,9493,0.9493,0,-2.991,"Random",2.991
"Mushroom.Fungus","Maltose_F",12,12.3953,0.5268,6805,0.6805,0,-0.395300000000001,"Random",0.395300000000001
"Mushroom.Fungus","Lactose_F",1,0.9988,0.8501,8354,0.8354,0,0.00119999999999998,"Random",0.00119999999999998
"Mushroom.Fungus","Raffinose_F",5,6.4413,0.3166,8599,0.8599,0,-1.4413,"Random",1.4413
"Mushroom.Fungus","Trehalose_F",34,30.1554,0.9704,745,0.0745,0,3.8446,"Random",3.8446
"Mushroom.Fungus","Inulin",5,5.2987,0.5746,6934,0.6934,0,-0.2987,"Random",0.2987
"Mushroom.Fungus","Sucrose",37,37.3415,0.5259,6533,0.6533,0,-0.341500000000003,"Random",0.341500000000003
"Mushroom.Fungus","Raffinose",9,11.8877,0.1314,9510,0.951,0,-2.8877,"Random",2.8877
"Mushroom.Fungus","Melibiose",6,6.7574,0.4475,8101,0.8101,0,-0.7574,"Random",0.7574
"Mushroom.Fungus","Galactose",42,41.8381,0.6141,5738,0.5738,0,0.161900000000003,"Random",0.161900000000003
"Mushroom.Fungus","Lactose",9,9.0367,0.6347,6397,0.6397,0,-0.0366999999999997,"Random",0.0366999999999997
"Mushroom.Fungus","Trehalose",48,46.6322,0.8597,3193,0.3193,0,1.3678,"Random",1.3678
"Mushroom.Fungus","Maltose",39,38.1763,0.7407,4444,0.4444,0,0.823700000000002,"Random",0.823700000000002
"Mushroom.Fungus","Melezitose",30,29.9435,0.6004,5813,0.5813,0,0.0564999999999998,"Random",0.0564999999999998
"Mushroom.Fungus","Methyl-?-D-glucoside",38,35.9809,0.8886,2357,0.2357,0,2.0191,"Random",2.0191
"Mushroom.Fungus","Soluble Starch",15,14.2903,0.7412,4591,0.4591,0,0.7097,"Random",0.7097
"Mushroom.Fungus","Cellobiose",45,42.8021,0.9264,1873,0.1873,0,2.1979,"Random",2.1979
"Mushroom.Fungus","Salicin",41,40.0219,0.774,4140,0.414,0,0.978099999999998,"Random",0.978099999999998
"Mushroom.Fungus","L-Sorbose",30,31.5265,0.3414,7948,0.7948,0,-1.5265,"Random",1.5265
"Mushroom.Fungus","L-Rhamnose",6,8.592,0.1384,9557,0.9557,0,-2.592,"Random",2.592
"Mushroom.Fungus","D-Xylose",45,44.087,0.7701,4269,0.4269,0,0.912999999999997,"Random",0.912999999999997
"Mushroom.Fungus","L-Arabinose",14,16.3903,0.178,9254,0.9254,0,-2.3903,"Random",2.3903
"Mushroom.Fungus","D-Arabinose",22,21.1991,0.7332,4469,0.4469,0,0.800899999999999,"Random",0.800899999999999
"Mushroom.Fungus","D-Ribose",28,27.6287,0.6504,5262,0.5262,0,0.371300000000002,"Random",0.371300000000002
"Mushroom.Fungus","Methanol",2,3.1729,0.3326,8920,0.892,0,-1.1729,"Random",1.1729
"Mushroom.Fungus","Ethanol",47,48.3168,0.2931,8761,0.8761,0,-1.3168,"Random",1.3168
"Mushroom.Fungus","Glycerol",55,53.7623,1,2777,0.2777,0,1.2377,"Random",1.2377
"Mushroom.Fungus","Erythritol",18,18.1007,0.5854,6056,0.6056,0,-0.1007,"Random",0.1007
"Mushroom.Fungus","Ribitol",46,43.7303,0.923,1921,0.1921,0,2.2697,"Random",2.2697
"Mushroom.Fungus","Galactitol",7,7.3617,0.5554,7362,0.7362,0,-0.3617,"Random",0.3617
"Mushroom.Fungus","D-Mannitol",52,50.9068,0.9007,3531,0.3531,0,1.0932,"Random",1.0932
"Mushroom.Fungus","D-Glucitol",52,50.7589,0.9103,3143,0.3143,0,1.2411,"Random",1.2411
"Mushroom.Fungus","myo-Inositol",4,4.6819,0.468,8230,0.823,0,-0.6819,"Random",0.6819
"Mushroom.Fungus","DL-Lactate",18,22.8382,0.0617,9706,0.9706,0,-4.8382,"Random",4.8382
"Mushroom.Fungus","Succinate",52,50.5199,0.9284,2639,0.2639,0,1.4801,"Random",1.4801
"Mushroom.Fungus","Citrate",49,45.6919,0.9728,866,0.0866,0,3.3081,"Random",3.3081
"Mushroom.Fungus","D-Gluconate",38,37.7473,0.6271,5538,0.5538,0,0.252699999999997,"Random",0.252699999999997
"Mushroom.Fungus","D-Glucosamine",34,31.2479,0.9276,1571,0.1571,0,2.7521,"Random",2.7521
"Mushroom.Fungus","Nitrate",3,5.0284,0.1839,9456,0.9456,0,-2.0284,"Random",2.0284
"Mushroom.Fungus","Vitamin-free",5,6.5254,0.3053,8635,0.8635,0,-1.5254,"Random",1.5254
"Mushroom.Fungus","2-Keto-D-gluconate",42,38.126,0.9746,662,0.0662,0,3.874,"Random",3.874
"Mushroom.Fungus","Starch formation",0,0.5659,0.5632,10000,1,0,-0.5659,"Random",0.5659
"Mushroom.Fungus","Growth at 19°C",55,54.9722,1,9726,0.9726,0,0.0277999999999992,"Random",0.0277999999999992
"Mushroom.Fungus","Growth at 25°C",55,54.9675,1,9679,0.9679,0,0.0324999999999989,"Random",0.0324999999999989
"Mushroom.Fungus","Growth at 30°C",52,51.8892,0.7408,6841,0.6841,0,0.110799999999998,"Random",0.110799999999998
"Mushroom.Fungus","Growth at 37°C",384,367.9866,0.9991,16,0.0016,1,16.0134,"Negative",16.0134
"Soil","Glucose_F",118,123.2738,0.0989,9402,0.9402,0,-5.27379999999999,"Random",5.27379999999999
"Soil","Galactose_F",61,58.7622,0.7669,3233,0.3233,0,2.2378,"Random",2.2378
"Soil","Sucrose_F",51,49.7952,0.6891,4183,0.4183,0,1.2048,"Random",1.2048
"Soil","Maltose_F",34,34.8437,0.4633,6704,0.6704,0,-0.843699999999998,"Random",0.843699999999998
"Soil","Lactose_F",1,1.3338,0.6262,8541,0.8541,0,-0.3338,"Random",0.3338
"Soil","Raffinose_F",35,32.3171,0.8521,2382,0.2382,0,2.6829,"Random",2.6829
"Soil","Trehalose_F",40,45.9199,0.0541,9701,0.9701,0,-5.9199,"Random",5.9199
"Soil","Inulin",43,36.0409,0.9971,80,0.008,1,6.9591,"Positive",6.9591
"Soil","Sucrose",104,101.9002,0.7776,3215,0.3215,0,2.0998,"Random",2.0998
"Soil","Raffinose",66,60.8609,0.9479,909,0.0909,0,5.1391,"Random",5.1391
"Soil","Melibiose",42,37.8634,0.9647,792,0.0792,0,4.1366,"Random",4.1366
"Soil","Galactose",119,116.2433,0.8212,2665,0.2665,0,2.7567,"Random",2.7567
"Soil","Lactose",38,34.5348,0.9408,1210,0.121,0,3.4652,"Random",3.4652
"Soil","Trehalose",119,117.288,0.7721,3357,0.3357,0,1.712,"Random",1.712
"Soil","Maltose",92,92.7801,0.4656,6574,0.6574,0,-0.780100000000004,"Random",0.780100000000004
"Soil","Melezitose",81,80.1592,0.6572,4602,0.4602,0,0.840800000000002,"Random",0.840800000000002
"Soil","Methyl-?-D-glucoside",89,86.5479,0.8226,2688,0.2688,0,2.4521,"Random",2.4521
"Soil","Soluble Starch",48,45.6893,0.832,2649,0.2649,0,2.3107,"Random",2.3107
"Soil","Cellobiose",102,101.9816,0.5538,5634,0.5634,0,0.0183999999999997,"Random",0.0183999999999997
"Soil","Salicin",103,102.6146,0.6012,5167,0.5167,0,0.385400000000004,"Random",0.385400000000004
"Soil","L-Sorbose",97,95.1971,0.7276,3639,0.3639,0,1.80289999999999,"Random",1.80289999999999
"Soil","L-Rhamnose",42,42.9592,0.4427,6802,0.6802,0,-0.959200000000003,"Random",0.959200000000003
"Soil","D-Xylose",106,108.363,0.2716,8207,0.8207,0,-2.363,"Random",2.363
"Soil","L-Arabinose",66,65.1631,0.6621,4592,0.4592,0,0.8369,"Random",0.8369
"Soil","D-Arabinose",45,47.9311,0.2243,8584,0.8584,0,-2.9311,"Random",2.9311
"Soil","D-Ribose",64,67.1886,0.22,8554,0.8554,0,-3.18859999999999,"Random",3.18859999999999
"Soil","Methanol",15,14.8987,0.602,5583,0.5583,0,0.1013,"Random",0.1013
"Soil","Ethanol",137,136.8337,0.6061,5601,0.5601,0,0.166300000000007,"Random",0.166300000000007
"Soil","Glycerol",135,137.8004,0.1624,9164,0.9164,0,-2.8004,"Random",2.8004
"Soil","Erythritol",50,50.7445,0.4704,6538,0.6538,0,-0.744500000000002,"Random",0.744500000000002
"Soil","Ribitol",481,468.8646,0.9736,456,0.0456,1,12.1354,"Negative",12.1354
"Soil","Galactitol",40,36.2813,0.9531,988,0.0988,0,3.7187,"Random",3.7187
"Soil","D-Mannitol",120,122.4543,0.2162,8805,0.8805,0,-2.4543,"Random",2.4543
"Soil","D-Glucitol",117,120.7729,0.1146,9412,0.9412,0,-3.77290000000001,"Random",3.77290000000001
"Soil","myo-Inositol",21,20.8432,0.6269,5552,0.5552,0,0.1568,"Random",0.1568
"Soil","DL-Lactate",79,80.2173,0.4448,6508,0.6508,0,-1.21729999999999,"Random",1.21729999999999
"Soil","Succinate",120,124.503,0.0904,9548,0.9548,0,-4.503,"Random",4.503
"Soil","Citrate",94,96.5287,0.2845,8066,0.8066,0,-2.5287,"Random",2.5287
"Soil","D-Gluconate",101,99.7151,0.694,4115,0.4115,0,1.28489999999999,"Random",1.28489999999999
"Soil","D-Glucosamine",369,356.0933,0.9787,360,0.036,1,12.9067,"Negative",12.9067
"Soil","Nitrate",26,25.8718,0.5862,5464,0.5464,0,0.1282,"Random",0.1282
"Soil","Vitamin-free",40,36.8437,0.8765,1981,0.1981,0,3.1563,"Random",3.1563
"Soil","2-Keto-D-gluconate",77,77.4957,0.5028,6152,0.6152,0,-0.495699999999999,"Random",0.495699999999999
"Soil","Starch formation",9,7.3468,0.9235,2280,0.228,0,1.6532,"Random",1.6532
"Soil","Growth at 19°C",164,163.8921,1,8950,0.895,0,0.107900000000001,"Random",0.107900000000001
"Soil","Growth at 25°C",163,162.9467,0.9523,9014,0.9014,0,0.0533000000000072,"Random",0.0533000000000072
"Soil","Growth at 30°C",158,156.9703,0.7977,4059,0.4059,0,1.02969999999999,"Random",1.02969999999999
"Soil","Growth at 37°C",79,78.0418,0.6446,4519,0.4519,0,0.958200000000005,"Random",0.958200000000005
"Insect.Frass","Glucose_F",62,64.1098,0.2401,8689,0.8689,0,-2.10980000000001,"Random",2.10980000000001
"Insect.Frass","Galactose_F",29,31.7665,0.1943,8968,0.8968,0,-2.7665,"Random",2.7665
"Insect.Frass","Sucrose_F",22,25.0896,0.153,9254,0.9254,0,-3.0896,"Random",3.0896
"Insect.Frass","Maltose_F",18,19.7999,0.2901,8434,0.8434,0,-1.7999,"Random",1.7999
"Insect.Frass","Lactose_F",1,1.2756,0.7036,9271,0.9271,0,-0.2756,"Random",0.2756
"Insect.Frass","Raffinose_F",11,13.8828,0.1375,9465,0.9465,0,-2.8828,"Random",2.8828
"Insect.Frass","Trehalose_F",35,35.0723,0.5719,5856,0.5856,0,-0.0722999999999985,"Random",0.0722999999999985
"Insect.Frass","Inulin",8,9.4512,0.3134,8584,0.8584,0,-1.4512,"Random",1.4512
"Insect.Frass","Sucrose",51,53.5486,0.209,8814,0.8814,0,-2.5486,"Random",2.5486
"Insect.Frass","Raffinose",26,28.2515,0.2445,8592,0.8592,0,-2.2515,"Random",2.2515
"Insect.Frass","Melibiose",14,14.5964,0.4872,7144,0.7144,0,-0.596399999999999,"Random",0.596399999999999
"Insect.Frass","Galactose",510,499.7941,0.9777,400,0.04,1,10.2059,"Negative",10.2059
"Insect.Frass","Lactose",16,15.9629,0.6149,5953,0.5953,0,0.0371000000000006,"Random",0.0371000000000006
"Insect.Frass","Trehalose",68,66.5716,0.8396,3290,0.329,0,1.4284,"Random",1.4284
"Insect.Frass","Maltose",54,54.7649,0.4515,7039,0.7039,0,-0.764899999999997,"Random",0.764899999999997
"Insect.Frass","Melezitose",49,48.6008,0.6326,5210,0.521,0,0.3992,"Random",0.3992
"Insect.Frass","Methyl-?-D-glucoside",53,52.0043,0.7262,4188,0.4188,0,0.995699999999999,"Random",0.995699999999999
"Insect.Frass","Soluble Starch",24,24.181,0.5564,6142,0.6142,0,-0.181000000000001,"Random",0.181000000000001
"Insect.Frass","Cellobiose",65,62.7311,0.8845,2259,0.2259,0,2.2689,"Random",2.2689
"Insect.Frass","Salicin",66,63.3542,0.9171,1778,0.1778,0,2.6458,"Random",2.6458
"Insect.Frass","L-Sorbose",42,46.7773,0.0794,9610,0.961,0,-4.7773,"Random",4.7773
"Insect.Frass","L-Rhamnose",41,36.4458,0.9715,656,0.0656,0,4.5542,"Random",4.5542
"Insect.Frass","D-Xylose",75,71.2933,0.9899,441,0.0441,1,3.7067,"Positive",3.7067
"Insect.Frass","L-Arabinose",51,47.0187,0.9594,918,0.0918,0,3.9813,"Random",3.9813
"Insect.Frass","D-Arabinose",42,39.0345,0.9094,1690,0.169,0,2.9655,"Random",2.9655
"Insect.Frass","D-Ribose",48,46.3429,0.7905,3356,0.3356,0,1.6571,"Random",1.6571
"Insect.Frass","Methanol",10,9.2614,0.7337,4459,0.4459,0,0.7386,"Random",0.7386
"Insect.Frass","Ethanol",78,76.4142,0.953,2335,0.2335,0,1.58580000000001,"Random",1.58580000000001
"Insect.Frass","Glycerol",75,75.1607,0.571,6915,0.6915,0,-0.160700000000006,"Random",0.160700000000006
"Insect.Frass","Erythritol",37,34.9975,0.8274,2888,0.2888,0,2.0025,"Random",2.0025
"Insect.Frass","Ribitol",57,57.2242,0.5415,6212,0.6212,0,-0.224200000000003,"Random",0.224200000000003
"Insect.Frass","Galactitol",14,13.7929,0.6466,5573,0.5573,0,0.207100000000001,"Random",0.207100000000001
"Insect.Frass","D-Mannitol",72,71.02,0.8428,3966,0.3966,0,0.980000000000004,"Random",0.980000000000004
"Insect.Frass","D-Glucitol",74,72.4193,0.929,2482,0.2482,0,1.58069999999999,"Random",1.58069999999999
"Insect.Frass","myo-Inositol",9,8.8215,0.6515,5647,0.5647,0,0.1785,"Random",0.1785
"Insect.Frass","DL-Lactate",36,41.2681,0.0774,9597,0.9597,0,-5.2681,"Random",5.2681
"Insect.Frass","Succinate",76,74.4081,0.8877,2771,0.2771,0,1.5919,"Random",1.5919
"Insect.Frass","Citrate",57,57.5188,0.4946,6590,0.659,0,-0.518799999999999,"Random",0.518799999999999
"Insect.Frass","D-Gluconate",65,62.2552,0.9069,1835,0.1835,0,2.7448,"Random",2.7448
"Insect.Frass","D-Glucosamine",41,40.6109,0.6357,5105,0.5105,0,0.389099999999999,"Random",0.389099999999999
"Insect.Frass","Nitrate",21,19.1901,0.8244,2990,0.299,0,1.8099,"Random",1.8099
"Insect.Frass","Vitamin-free",16,16.8444,0.4549,7127,0.7127,0,-0.8444,"Random",0.8444
"Insect.Frass","2-Keto-D-gluconate",43,44.4632,0.3644,7717,0.7717,0,-1.4632,"Random",1.4632
"Insect.Frass","Starch formation",2,1.9899,0.7034,6592,0.6592,0,0.0101,"Random",0.0101
"Insect.Frass","Growth at 19°C",79,78.9672,1,9674,0.9674,0,0.0327999999999946,"Random",0.0327999999999946
"Insect.Frass","Growth at 25°C",79,78.9584,1,9590,0.959,0,0.0416000000000025,"Random",0.0416000000000025
"Insect.Frass","Growth at 30°C",79,78.0049,1,3610,0.361,0,0.995099999999994,"Random",0.995099999999994
"Insect.Frass","Growth at 37°C",46,46.2922,0.5251,6045,0.6045,0,-0.292200000000001,"Random",0.292200000000001
"Air","Glucose_F",7,7.3674,0.5709,8789,0.8789,0,-0.3674,"Random",0.3674
"Air","Galactose_F",5,4.9359,0.7318,6912,0.6912,0,0.0640999999999998,"Random",0.0640999999999998
"Air","Sucrose_F",4,4.0243,0.7124,7209,0.7209,0,-0.0243000000000002,"Random",0.0243000000000002
"Air","Maltose_F",5,4.4396,0.8903,5030,0.503,0,0.5604,"Random",0.5604
"Air","Lactose_F",0,0.0513,0.95,10000,1,0,-0.0513,"Random",0.0513
"Air","Raffinose_F",2,2.159,0.6926,8009,0.8009,0,-0.159,"Random",0.159
"Air","Trehalose_F",5,4.864,0.7608,6678,0.6678,0,0.136,"Random",0.136
"Air","Inulin",4,3.3554,0.9222,4608,0.4608,0,0.6446,"Random",0.6446
"Air","Sucrose",7,7.1314,0.6586,7809,0.7809,0,-0.1314,"Random",0.1314
"Air","Raffinose",3,3.3377,0.5924,8273,0.8273,0,-0.3377,"Random",0.3377
"Air","Melibiose",2,2.0311,0.7893,8048,0.8048,0,-0.0310999999999999,"Random",0.0310999999999999
"Air","Galactose",8,7.8895,0.7798,7248,0.7248,0,0.1105,"Random",0.1105
"Air","Lactose",2,1.8809,0.813,7000,0.7,0,0.1191,"Random",0.1191
"Air","Trehalose",9,8.6079,1,6702,0.6702,0,0.392099999999999,"Random",0.392099999999999
"Air","Maltose",9,8.3485,1,5040,0.504,0,0.6515,"Random",0.6515
"Air","Melezitose",5,5.2858,0.5928,7906,0.7906,0,-0.2858,"Random",0.2858
"Air","Methyl-?-D-glucoside",8,7.4566,0.9105,5262,0.5262,0,0.5434,"Random",0.5434
"Air","Soluble Starch",4,3.5821,0.8387,5475,0.5475,0,0.4179,"Random",0.4179
"Air","Cellobiose",8,7.6988,0.9042,6731,0.6731,0,0.3012,"Random",0.3012
"Air","Salicin",6,6.449,0.5311,8611,0.8611,0,-0.449,"Random",0.449
"Air","L-Sorbose",7,6.9105,0.7242,6877,0.6877,0,0.0895000000000001,"Random",0.0895000000000001
"Air","L-Rhamnose",1,1.6815,0.476,9670,0.967,0,-0.6815,"Random",0.6815
"Air","D-Xylose",8,7.9675,0.7652,7699,0.7699,0,0.0324999999999998,"Random",0.0324999999999998
"Air","L-Arabinose",6,5.6485,0.8258,5868,0.5868,0,0.3515,"Random",0.3515
"Air","D-Arabinose",3,3.3548,0.5913,8400,0.84,0,-0.3548,"Random",0.3548
"Air","D-Ribose",5,5.1311,0.6602,7487,0.7487,0,-0.1311,"Random",0.1311
"Air","Methanol",0,0.4117,0.6542,10000,1,0,-0.4117,"Random",0.4117
"Air","Ethanol",8,8.3542,0.5708,9296,0.9296,0,-0.354200000000001,"Random",0.354200000000001
"Air","Glycerol",9,8.863,1,8712,0.8712,0,0.137,"Random",0.137
"Air","Erythritol",6,5.3801,0.868,4736,0.4736,0,0.6199,"Random",0.6199
"Air","Ribitol",8,7.6969,0.9026,6731,0.6731,0,0.3031,"Random",0.3031
"Air","Galactitol",3,2.6167,0.8841,5824,0.5824,0,0.3833,"Random",0.3833
"Air","D-Mannitol",9,8.7932,1,8108,0.8108,0,0.206799999999999,"Random",0.206799999999999
"Air","D-Glucitol",9,8.7645,1,7867,0.7867,0,0.2355,"Random",0.2355
"Air","myo-Inositol",1,1.0374,0.7934,8052,0.8052,0,-0.0374000000000001,"Random",0.0374000000000001
"Air","DL-Lactate",4,4.9133,0.3688,8834,0.8834,0,-0.9133,"Random",0.9133
"Air","Succinate",9,8.7513,1,7750,0.775,0,0.248699999999999,"Random",0.248699999999999
"Air","Citrate",6,6.4215,0.5363,8552,0.8552,0,-0.4215,"Random",0.4215
"Air","D-Gluconate",7,7.091,0.6651,7652,0.7652,0,-0.0910000000000002,"Random",0.0910000000000002
"Air","D-Glucosamine",7,6.4282,0.8898,5051,0.5051,0,0.5718,"Random",0.5718
"Air","Nitrate",0,0.6657,0.5011,10000,1,0,-0.6657,"Random",0.6657
"Air","Vitamin-free",3,2.8278,0.7818,6342,0.6342,0,0.1722,"Random",0.1722
"Air","2-Keto-D-gluconate",6,6.0066,0.6904,7070,0.707,0,-0.00659999999999972,"Random",0.00659999999999972
"Air","Starch formation",0,0.122,0.8827,10000,1,0,-0.122,"Random",0.122
"Air","Growth at 19°C",9,8.9966,1,9966,0.9966,0,0.00339999999999918,"Random",0.00339999999999918
"Air","Growth at 25°C",9,8.9977,1,9977,0.9977,0,0.00229999999999997,"Random",0.00229999999999997
"Air","Growth at 30°C",8,8.4931,0.4767,9703,0.9703,0,-0.4931,"Random",0.4931
"Air","Growth at 37°C",4,4.7774,0.4081,8892,0.8892,0,-0.7774,"Random",0.7774
"Leather.Tanning","Glucose_F",16,15.0224,0.949,3580,0.358,0,0.977600000000001,"Random",0.977600000000001
"Leather.Tanning","Galactose_F",6,6.0734,0.642,6648,0.6648,0,-0.0734000000000004,"Random",0.0734000000000004
"Leather.Tanning","Sucrose_F",5,5.346,0.5792,7949,0.7949,0,-0.346,"Random",0.346
"Leather.Tanning","Maltose_F",2,2.7484,0.4539,9602,0.9602,0,-0.7484,"Random",0.7484
"Leather.Tanning","Lactose_F",0,0.0794,0.9224,10000,1,0,-0.0794,"Random",0.0794
"Leather.Tanning","Raffinose_F",3,3.3995,0.5867,8619,0.8619,0,-0.3995,"Random",0.3995
"Leather.Tanning","Trehalose_F",5,5.3828,0.5557,7892,0.7892,0,-0.3828,"Random",0.3828
"Leather.Tanning","Inulin",1,1.5236,0.5734,9796,0.9796,0,-0.5236,"Random",0.5236
"Leather.Tanning","Sucrose",8,8.9574,0.3604,8956,0.8956,0,-0.9574,"Random",0.9574
"Leather.Tanning","Raffinose",5,5.4399,0.5497,8213,0.8213,0,-0.4399,"Random",0.4399
"Leather.Tanning","Melibiose",4,3.876,0.8,6907,0.6907,0,0.124,"Random",0.124
"Leather.Tanning","Galactose",10,10.9187,0.3844,8455,0.8455,0,-0.918699999999999,"Random",0.918699999999999
"Leather.Tanning","Lactose",4,3.6933,0.8289,5961,0.5961,0,0.3067,"Random",0.3067
"Leather.Tanning","Trehalose",10,10.573,0.4909,8672,0.8672,0,-0.573,"Random",0.573
"Leather.Tanning","Maltose",9,9.4565,0.5305,8198,0.8198,0,-0.4565,"Random",0.4565
"Leather.Tanning","Melezitose",9,8.9119,0.7084,6502,0.6502,0,0.0881000000000007,"Random",0.0881000000000007
"Leather.Tanning","Methyl-?-D-glucoside",9,9.0197,0.6819,6919,0.6919,0,-0.0197000000000003,"Random",0.0197000000000003
"Leather.Tanning","Soluble Starch",5,4.8216,0.763,6216,0.6216,0,0.1784,"Random",0.1784
"Leather.Tanning","Cellobiose",11,11.1748,0.5982,7076,0.7076,0,-0.174799999999999,"Random",0.174799999999999
"Leather.Tanning","Salicin",12,11.8148,0.7085,6166,0.6166,0,0.1852,"Random",0.1852
"Leather.Tanning","L-Sorbose",6,7.4054,0.2474,9340,0.934,0,-1.4054,"Random",1.4054
"Leather.Tanning","L-Rhamnose",8,7.0378,0.8966,3623,0.3623,0,0.9622,"Random",0.9622
"Leather.Tanning","D-Xylose",15,14.1393,0.933,4056,0.4056,0,0.8607,"Random",0.8607
"Leather.Tanning","L-Arabinose",11,9.6881,0.9428,2617,0.2617,0,1.3119,"Random",1.3119
"Leather.Tanning","D-Arabinose",5,5.2886,0.5959,7685,0.7685,0,-0.2886,"Random",0.2886
"Leather.Tanning","D-Ribose",9,8.6858,0.7661,5755,0.5755,0,0.3142,"Random",0.3142
"Leather.Tanning","Methanol",3,2.6207,0.8355,5588,0.5588,0,0.3793,"Random",0.3793
"Leather.Tanning","Ethanol",17,16.5143,0.9421,5759,0.5759,0,0.485700000000001,"Random",0.485700000000001
"Leather.Tanning","Glycerol",17,16.6375,0.9306,6488,0.6488,0,0.362500000000001,"Random",0.362500000000001
"Leather.Tanning","Erythritol",6,5.9296,0.7288,6717,0.6717,0,0.0704000000000002,"Random",0.0704000000000002
