"","Trait_A","Trait_B","Observed","Expected","Percent","Count","Pvalue","Sig","Correction","Direction","TraitDiff","AbsDiff"
"559","Galactose","Ribitol",382,373.2289,0.9596,608,0.0608,0,0.314598165137615,"Random",8.77109999999999,8.77109999999999
"560","Galactose","Galactitol",93,84.8839,1,6,6e-04,1,0.00914594594594595,"Positive",8.1161,8.1161
"561","Galactose","D-Mannitol",459,458.7791,0.5627,5306,0.5306,0,1,"Random",0.220899999999972,0.220899999999972
"562","Galactose","D-Glucitol",458,457.5292,0.5929,5020,0.502,0,1,"Random",0.470799999999997,0.470799999999997
"563","Galactose","myo-Inositol",60,58.1365,0.816,3058,0.3058,0,0.922305882352941,"Random",1.8635,1.8635
"5641","Galactose","DL-Lactate",442,391.8596,1,0,0,1,0,"Negative",50.1404,50.1404
"565","Galactose","Succinate",446,452.2051,0.0889,9417,0.9417,0,1,"Random",-6.20510000000002,6.20510000000002
"566","Galactose","Citrate",351,357.1986,0.137,8993,0.8993,0,1,"Random",-6.1986,6.1986
"567","Galactose","D-Gluconate",348,347.9615,0.5389,5335,0.5335,0,1,"Random",0.0384999999999991,0.0384999999999991
"568","Galactose","D-Glucosamine",251,244.181,0.933,985,0.0985,0,0.435717647058824,"Random",6.81899999999999,6.81899999999999
"5691","Galactose","Nitrate",530,494.7978,1,0,0,1,0,"Negative",35.2022,35.2022
"570","Galactose","Vitamin-free",88,90.0495,0.3414,7492,0.7492,0,1,"Random",-2.04949999999999,2.04949999999999
"571","Galactose","2-Keto-D-gluconate",301,290.0375,0.9877,222,0.0222,1,0.158491139240506,"Random",10.9625,10.9625
"572","Galactose","Starch formation",18,15.4839,1,656,0.0656,0,0.3343533632287,"Random",2.5161,2.5161
"573","Galactose","Growth at 19°C",528,527.9508,0.8272,7780,0.778,0,1,"Random",0.0492000000000417,0.0492000000000417
"574","Galactose","Growth at 25°C",528,527.8743,0.8432,7330,0.733,0,1,"Random",0.125700000000052,0.125700000000052
"575","Galactose","Growth at 30°C",494,499.2527,0.0373,9852,0.9852,0,1,"Random",-5.2527,5.2527
"5761","Galactose","Growth at 37°C",445,396.2962,1,0,0,1,0,"Negative",48.7038,48.7038
"590","Lactose","Trehalose",89,88.0005,0.7083,4360,0.436,0,1,"Random",0.999499999999998,0.999499999999998
"591","Lactose","Maltose",84,81.308,0.8422,2486,0.2486,0,0.795335593220339,"Random",2.69199999999999,2.69199999999999
"592","Lactose","Melezitose",70,69.4974,0.6113,5031,0.5031,0,1,"Random",0.502600000000001,0.502600000000001
"593","Lactose","Methyl-?-D-glucoside",81,76.4066,0.9333,1156,0.1156,0,0.488377528089888,"Random",4.5934,4.5934
"594","Lactose","Soluble Starch",51,45.6832,0.9556,772,0.0772,0,0.376324137931034,"Random",5.3168,5.3168
"595","Lactose","Cellobiose",95,86.844,0.9996,17,0.0017,1,0.0213066666666667,"Positive",8.15600000000001,8.15600000000001
"596","Lactose","Salicin",94,86.332,0.9988,35,0.0035,1,0.0402857142857143,"Positive",7.66800000000001,7.66800000000001
"597","Lactose","L-Sorbose",80,75.9812,0.9077,1546,0.1546,0,0.591148474576271,"Random",4.0188,4.0188
"598","Lactose","L-Rhamnose",36,37.9045,0.3446,7552,0.7552,0,1,"Random",-1.9045,1.9045
"599","Lactose","D-Xylose",93,88.8927,0.963,839,0.0839,0,0.385703225806452,"Random",4.1073,4.1073
"600","Lactose","L-Arabinose",81,70.0373,0.9996,14,0.0014,1,0.018151724137931,"Positive",10.9627,10.9627
"601","Lactose","D-Arabinose",65,57.957,0.9822,342,0.0342,1,0.21432,"Random",7.043,7.043
"602","Lactose","D-Ribose",66,65.1348,0.6429,4599,0.4599,0,1,"Random",0.865200000000002,0.865200000000002
"603","Lactose","Methanol",2,6.9946,0.0158,9969,0.9969,0,1,"Random",-4.9946,4.9946
"604","Lactose","Ethanol",94,94.0498,0.5728,6315,0.6315,0,1,"Random",-0.0498000000000047,0.0498000000000047
"605","Lactose","Glycerol",91,93.4398,0.157,9303,0.9303,0,1,"Random",-2.43980000000001,2.43980000000001
"606","Lactose","Erythritol",57,53.4982,0.8696,1992,0.1992,0,0.699992523364486,"Random",3.5018,3.5018
"607","Lactose","Ribitol",89,84.4224,0.9596,833,0.0833,0,0.385703225806452,"Random",4.5776,4.5776
"608","Lactose","Galactitol",39,33.3734,0.9811,414,0.0414,1,0.238836734693878,"Random",5.6266,5.6266
"609","Lactose","D-Mannitol",93,92.7941,0.6149,5769,0.5769,0,1,"Random",0.2059,0.2059
"610","Lactose","D-Glucitol",92,92.2024,0.5327,6436,0.6436,0,1,"Random",-0.202399999999997,0.202399999999997
"611","Lactose","myo-Inositol",31,24.9592,0.9897,267,0.0267,1,0.185911111111111,"Random",6.0408,6.0408
"6121","Lactose","DL-Lactate",382,357.9672,0.9992,21,0.0021,1,0.0257478260869565,"Negative",24.0328,24.0328
"613","Lactose","Succinate",93,92.2468,0.7026,4718,0.4718,0,1,"Random",0.753200000000007,0.753200000000007
"614","Lactose","Citrate",77,78.4705,0.3773,7268,0.7268,0,1,"Random",-1.4705,1.4705
"615","Lactose","D-Gluconate",73,75.8258,0.2485,8395,0.8395,0,1,"Random",-2.8258,2.8258
"616","Lactose","D-Glucosamine",66,63.343,0.8029,2741,0.2741,0,0.851748760330579,"Random",2.657,2.657
"617","Lactose","Nitrate",12,17.1069,0.0563,9762,0.9762,0,1,"Random",-5.1069,5.1069
"618","Lactose","Vitamin-free",18,22.1269,0.1219,9352,0.9352,0,1,"Random",-4.1269,4.1269
"619","Lactose","2-Keto-D-gluconate",73,69.9232,0.8475,2332,0.2332,0,0.771406451612903,"Random",3.07680000000001,3.07680000000001
"620","Lactose","Starch formation",11,6.6697,0.9976,137,0.0137,1,0.111176978417266,"Random",4.3303,4.3303
"621","Lactose","Growth at 19°C",99,98.9466,1,9470,0.947,0,1,"Random",0.0533999999999963,0.0533999999999963
"622","Lactose","Growth at 25°C",99,98.9417,1,9423,0.9423,0,1,"Random",0.0583000000000027,0.0583000000000027
"623","Lactose","Growth at 30°C",93,95.1466,0.1462,9457,0.9457,0,1,"Random",-2.14660000000001,2.14660000000001
"624","Lactose","Growth at 37°C",47,55.7678,0.016,9915,0.9915,0,1,"Random",-8.7678,8.7678
"639","Trehalose","Maltose",416,392.6456,1,0,0,1,0,"Positive",23.3544,23.3544
"640","Trehalose","Melezitose",347,325.2344,1,0,0,1,0,"Positive",21.7656,21.7656
"641","Trehalose","Methyl-?-D-glucoside",365,341.2246,1,0,0,1,0,"Positive",23.7754,23.7754
"642","Trehalose","Soluble Starch",147,142.2349,0.9469,1005,0.1005,0,0.442828125,"Random",4.76509999999999,4.76509999999999
"643","Trehalose","Cellobiose",409,397.1998,0.992,134,0.0134,1,0.111141176470588,"Random",11.8002,11.8002
"644","Trehalose","Salicin",407,396.1986,0.9888,170,0.017,1,0.131342465753425,"Random",10.8014,10.8014
"645","Trehalose","L-Sorbose",323,334.2793,0.017,9898,0.9898,0,1,"Random",-11.2793,11.2793
"646","Trehalose","L-Rhamnose",160,155.1608,0.9305,1180,0.118,0,0.49665671641791,"Random",4.83920000000001,4.83920000000001
"647","Trehalose","D-Xylose",434,427.944,0.9157,1190,0.119,0,0.498408888888889,"Random",6.05599999999998,6.05599999999998
"648","Trehalose","L-Arabinose",247,239.1944,0.9783,396,0.0396,1,0.2376,"Random",7.8056,7.8056
"649","Trehalose","D-Arabinose",200,197.124,0.8029,2766,0.2766,0,0.85432131147541,"Random",2.876,2.876
"650","Trehalose","D-Ribose",281,276.8195,0.8443,2110,0.211,0,0.730085889570552,"Random",4.18049999999999,4.18049999999999
"651","Trehalose","Methanol",53,50.0742,0.9283,1529,0.1529,0,0.590473469387755,"Random",2.9258,2.9258
"652","Trehalose","Ethanol",496,497.4765,0.3971,7075,0.7075,0,1,"Random",-1.47649999999999,1.47649999999999
"653","Trehalose","Glycerol",505,507.0822,0.3116,7827,0.7827,0,1,"Random",-2.0822,2.0822
"654","Trehalose","Erythritol",196,191.2655,0.9062,1434,0.1434,0,0.569560563380282,"Random",4.7345,4.7345
"655","Trehalose","Ribitol",411,399.6049,0.9928,114,0.0114,1,0.0981618320610687,"Random",11.3951,11.3951
"656","Trehalose","Galactitol",83,83.2661,0.5296,6201,0.6201,0,1,"Random",-0.266099999999994,0.266099999999994
"657","Trehalose","D-Mannitol",497,488.9788,0.9847,276,0.0276,1,0.187546987951807,"Random",8.02120000000002,8.02120000000002
"658","Trehalose","D-Glucitol",492,485.1744,0.9639,605,0.0605,0,0.314488479262673,"Random",6.82560000000001,6.82560000000001
"659","Trehalose","myo-Inositol",56,58.5519,0.2023,8848,0.8848,0,1,"Random",-2.5519,2.5519
"6601","Trehalose","DL-Lactate",427,377.3044,1,0,0,1,0,"Negative",49.6956,49.6956
"661","Trehalose","Succinate",481,481.2004,0.5305,5708,0.5708,0,1,"Random",-0.200400000000002,0.200400000000002
"662","Trehalose","Citrate",384,382.2904,0.6668,4091,0.4091,0,1,"Random",1.70960000000002,1.70960000000002
"663","Trehalose","D-Gluconate",378,372.8846,0.8688,1773,0.1773,0,0.664433222591362,"Random",5.11540000000002,5.11540000000002
"664","Trehalose","D-Glucosamine",273,262.7282,0.993,123,0.0123,1,0.105109090909091,"Random",10.2718,10.2718
"665","Trehalose","Nitrate",78,83.3309,0.074,9616,0.9616,0,1,"Random",-5.3309,5.3309
"666","Trehalose","Vitamin-free",84,92.2521,0.0152,9920,0.992,0,1,"Random",-8.2521,8.2521
"667","Trehalose","2-Keto-D-gluconate",314,306.9965,0.9441,848,0.0848,0,0.385703225806452,"Random",7.00349999999997,7.00349999999997
"668","Trehalose","Starch formation",12,14.0266,0.1589,9480,0.948,0,1,"Random",-2.0266,2.0266
"669","Trehalose","Growth at 19°C",548,548.435,0.6121,10000,1,0,1,"Random",-0.434999999999945,0.434999999999945
"670","Trehalose","Growth at 25°C",548,548.3765,0.6311,9617,0.9617,0,1,"Random",-0.376499999999965,0.376499999999965
"671","Trehalose","Growth at 30°C",519,522.9398,0.0975,9533,0.9533,0,1,"Random",-3.93979999999999,3.93979999999999
"6721","Trehalose","Growth at 37°C",418,377.9284,0.9999,5,5e-04,1,0.00742105263157895,"Negative",40.0716,40.0716
"688","Maltose","Melezitose",362,313.4398,1,0,0,1,0,"Positive",48.5602,48.5602
"689","Maltose","Methyl-?-D-glucoside",375,326.3528,1,0,0,1,0,"Positive",48.6472,48.6472
"690","Maltose","Soluble Starch",151,136.5079,1,0,0,1,0,"Positive",14.4921,14.4921
"691","Maltose","Cellobiose",372,352.8821,0.9999,2,2e-04,1,0.00363870967741936,"Positive",19.1179,19.1179
"692","Maltose","Salicin",369,351.5897,0.9996,7,7e-04,1,0.0101230769230769,"Positive",17.4103,17.4103
"693","Maltose","L-Sorbose",281,289.8661,0.0648,9542,0.9542,0,1,"Random",-8.86610000000002,8.86610000000002
"694","Maltose","L-Rhamnose",138,137.0241,0.6284,4625,0.4625,0,1,"Random",0.975899999999996,0.975899999999996
"695","Maltose","D-Xylose",376,370.3198,0.8957,1443,0.1443,0,0.569916083916084,"Random",5.68020000000001,5.68020000000001
"696","Maltose","L-Arabinose",204,205.3454,0.4339,6432,0.6432,0,1,"Random",-1.34540000000001,1.34540000000001
"697","Maltose","D-Arabinose",167,170.4196,0.2675,7967,0.7967,0,1,"Random",-3.4196,3.4196
"698","Maltose","D-Ribose",230,235.6092,0.1622,8820,0.882,0,1,"Random",-5.60919999999999,5.60919999999999
"6991","Maltose","Methanol",480,449.3444,1,0,0,1,0,"Negative",30.6556,30.6556
"700","Maltose","Ethanol",410,414.4925,0.1385,9118,0.9118,0,1,"Random",-4.49250000000001,4.49250000000001
"701","Maltose","Glycerol",423,424.9068,0.3307,7703,0.7703,0,1,"Random",-1.90679999999998,1.90679999999998
"702","Maltose","Erythritol",158,162.9479,0.1659,8815,0.8815,0,1,"Random",-4.9479,4.9479
"703","Maltose","Ribitol",351,343.3713,0.9448,841,0.0841,0,0.385703225806452,"Random",7.62869999999998,7.62869999999998
"704","Maltose","Galactitol",78,76.8323,0.6996,4194,0.4194,0,1,"Random",1.1677,1.1677
"705","Maltose","D-Mannitol",428,417.5236,0.9967,71,0.0071,1,0.0673008403361345,"Random",10.4764,10.4764
"706","Maltose","D-Glucitol",423,414.2434,0.9886,222,0.0222,1,0.158491139240506,"Random",8.75659999999999,8.75659999999999
"707","Maltose","myo-Inositol",55,54.8398,0.5869,5513,0.5513,0,1,"Random",0.160200000000003,0.160200000000003
"7081","Maltose","DL-Lactate",425,365.3028,1,0,0,1,0,"Negative",59.6972,59.6972
"709","Maltose","Succinate",397,401.6567,0.1581,8897,0.8897,0,1,"Random",-4.6567,4.6567
"710","Maltose","Citrate",345,336.8736,0.9479,752,0.0752,0,0.370417467248908,"Random",8.12639999999999,8.12639999999999
"711","Maltose","D-Gluconate",336,327.0152,0.9632,548,0.0548,0,0.295762679425837,"Random",8.98480000000001,8.98480000000001
"712","Maltose","D-Glucosamine",246,234.9083,0.9895,185,0.0185,1,0.141,"Random",11.0917,11.0917
"713","Maltose","Nitrate",62,70.6367,0.0166,9907,0.9907,0,1,"Random",-8.6367,8.6367
"714","Maltose","Vitamin-free",70,79.92,0.0082,9956,0.9956,0,1,"Random",-9.92,9.92
"715","Maltose","2-Keto-D-gluconate",285,273.4057,0.9869,202,0.0202,1,0.149662745098039,"Random",11.5943,11.5943
"716","Maltose","Starch formation",11,12.3258,0.3143,8550,0.855,0,1,"Random",-1.3258,1.3258
"717","Maltose","Growth at 19°C",454,453.6334,1,6666,0.6666,0,1,"Random",0.366600000000005,0.366600000000005
"718","Maltose","Growth at 25°C",453,452.8984,0.8225,7459,0.7459,0,1,"Random",0.101600000000019,0.101600000000019
"719","Maltose","Growth at 30°C",425,431.5603,0.0124,9952,0.9952,0,1,"Random",-6.56029999999998,6.56029999999998
"7201","Maltose","Growth at 37°C",424,366.5456,1,0,0,1,0,"Negative",57.4544,57.4544
"737","Melezitose","Methyl-?-D-glucoside",330,281.1881,1,0,0,1,0,"Positive",48.8119,48.8119
"738","Melezitose","Soluble Starch",119,112.2576,0.9532,743,0.0743,0,0.369208810572687,"Random",6.7424,6.7424
"739","Melezitose","Cellobiose",312,293.8854,0.9997,5,5e-04,1,0.00772602739726027,"Positive",18.1146,18.1146
"740","Melezitose","Salicin",311,293.0374,0.9998,3,3e-04,1,0.00497647058823529,"Positive",17.9626,17.9626
"741","Melezitose","L-Sorbose",233,240.693,0.0992,9296,0.9296,0,1,"Random",-7.69300000000001,7.69300000000001
"742","Melezitose","L-Rhamnose",119,117.6807,0.6507,4317,0.4317,0,1,"Random",1.3193,1.3193
"743","Melezitose","D-Xylose",315,307.6845,0.9502,760,0.076,0,0.372730434782609,"Random",7.31549999999999,7.31549999999999
"744","Melezitose","L-Arabinose",169,172.3094,0.2876,7766,0.7766,0,1,"Random",-3.30940000000001,3.30940000000001
"745","Melezitose","D-Arabinose",134,141.1793,0.0864,9417,0.9417,0,1,"Random",-7.17930000000001,7.17930000000001
"746","Melezitose","D-Ribose",184,193.9052,0.0426,9715,0.9715,0,1,"Random",-9.90520000000001,9.90520000000001
"7471","Melezitose","Methanol",394,370.7392,1,1,1e-04,1,0.00188,"Negative",23.2608,23.2608
"748","Melezitose","Ethanol",340,339.8935,0.5611,5519,0.5519,0,1,"Random",0.106499999999983,0.106499999999983
"749","Melezitose","Glycerol",339,343.0801,0.1276,9214,0.9214,0,1,"Random",-4.08010000000002,4.08010000000002
"750","Melezitose","Erythritol",124,133.9027,0.0285,9832,0.9832,0,1,"Random",-9.90270000000001,9.90270000000001
"751","Melezitose","Ribitol",289,283.8432,0.8625,1840,0.184,0,0.668820578778135,"Random",5.15679999999998,5.15679999999998
"752","Melezitose","Galactitol",56,61.0993,0.0935,9458,0.9458,0,1,"Random",-5.0993,5.0993
"753","Melezitose","D-Mannitol",351,341.8066,0.9971,69,0.0069,1,0.0665230769230769,"Random",9.1934,9.1934
"754","Melezitose","D-Glucitol",347,338.7567,0.9901,208,0.0208,1,0.152353246753247,"Random",8.24329999999998,8.24329999999998
"755","Melezitose","myo-Inositol",38,42.6708,0.0987,9468,0.9468,0,1,"Random",-4.6708,4.6708
"7561","Melezitose","DL-Lactate",399,353.0456,1,0,0,1,0,"Negative",45.9544,45.9544
"757","Melezitose","Succinate",329,330.1383,0.4327,6589,0.6589,0,1,"Random",-1.13830000000002,1.13830000000002
"758","Melezitose","Citrate",291,280.8558,0.9774,361,0.0361,1,0.221308695652174,"Random",10.1442,10.1442
"759","Melezitose","D-Gluconate",278,271.1624,0.9186,1146,0.1146,0,0.485972932330827,"Random",6.83760000000001,6.83760000000001
"760","Melezitose","D-Glucosamine",209,199.0799,0.9734,415,0.0415,1,0.238836734693878,"Random",9.92009999999999,9.92009999999999
"761","Melezitose","Nitrate",55,60.6915,0.097,9395,0.9395,0,1,"Random",-5.6915,5.6915
"762","Melezitose","Vitamin-free",58,67.1505,0.0191,9898,0.9898,0,1,"Random",-9.15049999999999,9.15049999999999
"763","Melezitose","2-Keto-D-gluconate",240,229.3494,0.9799,312,0.0312,1,0.202262068965517,"Random",10.6506,10.6506
"764","Melezitose","Starch formation",10,10.7915,0.4378,7655,0.7655,0,1,"Random",-0.791499999999999,0.791499999999999
"765","Melezitose","Growth at 19°C",365,365.2853,0.642,9273,0.9273,0,1,"Random",-0.285300000000007,0.285300000000007
"766","Melezitose","Growth at 25°C",365,365.2541,0.6538,9098,0.9098,0,1,"Random",-0.254099999999994,0.254099999999994
"767","Melezitose","Growth at 30°C",351,352.7554,0.3022,8101,0.8101,0,1,"Random",-1.75540000000001,1.75540000000001
"7681","Melezitose","Growth at 37°C",402,352.0214,1,0,0,1,0,"Negative",49.9786,49.9786
"786","Methyl-?-D-glucoside","Soluble Starch",134,122.4513,0.9979,43,0.0043,1,0.0475529411764706,"Positive",11.5487,11.5487
"787","Methyl-?-D-glucoside","Cellobiose",328,308.0261,0.9999,1,1e-04,1,0.00191186440677966,"Positive",19.9739,19.9739
"788","Methyl-?-D-glucoside","Salicin",326,306.9082,1,2,2e-04,1,0.00363870967741936,"Positive",19.0918,19.0918
"789","Methyl-?-D-glucoside","L-Sorbose",239,248.7432,0.0496,9652,0.9652,0,1,"Random",-9.7432,9.7432
"790","Methyl-?-D-glucoside","L-Rhamnose",128,125.2466,0.7633,3091,0.3091,0,0.9273,"Random",2.7534,2.7534
"791","Methyl-?-D-glucoside","D-Xylose",329,321.1697,0.9629,582,0.0582,0,0.308214084507042,"Random",7.83030000000002,7.83030000000002
"792","Methyl-?-D-glucoside","L-Arabinose",188,186.1077,0.6786,3907,0.3907,0,1,"Random",1.89230000000001,1.89230000000001
"793","Methyl-?-D-glucoside","D-Arabinose",154,154.6166,0.491,5916,0.5916,0,1,"Random",-0.616600000000005,0.616600000000005
"794","Methyl-?-D-glucoside","D-Ribose",198,205.2753,0.1016,9299,0.9299,0,1,"Random",-7.27529999999999,7.27529999999999
"7951","Methyl-?-D-glucoside","Methanol",410,383.4296,1,0,0,1,0,"Negative",26.5704,26.5704
"796","Methyl-?-D-glucoside","Ethanol",355,354.7235,0.582,5290,0.529,0,1,"Random",0.276499999999999,0.276499999999999
"797","Methyl-?-D-glucoside","Glycerol",357,358.9505,0.3232,7857,0.7857,0,1,"Random",-1.95049999999998,1.95049999999998
"798","Methyl-?-D-glucoside","Erythritol",146,148.3821,0.3493,7201,0.7201,0,1,"Random",-2.38210000000001,2.38210000000001
"799","Methyl-?-D-glucoside","Ribitol",308,299.2664,0.9634,558,0.0558,0,0.298305213270142,"Random",8.73360000000002,8.73360000000002
"800","Methyl-?-D-glucoside","Galactitol",67,68.0325,0.4356,6781,0.6781,0,1,"Random",-1.0325,1.0325
"801","Methyl-?-D-glucoside","D-Mannitol",372,359.1227,1,1,1e-04,1,0.00191186440677966,"Positive",12.8773,12.8773
"802","Methyl-?-D-glucoside","D-Glucitol",365,354.5244,0.9987,34,0.0034,1,0.0395381443298969,"Positive",10.4756,10.4756
"803","Methyl-?-D-glucoside","myo-Inositol",49,49.397,0.5168,6159,0.6159,0,1,"Random",-0.396999999999998,0.396999999999998
"8041","Methyl-?-D-glucoside","DL-Lactate",381,340.0618,1,3,3e-04,1,0.00457297297297297,"Negative",40.9382,40.9382
"805","Methyl-?-D-glucoside","Succinate",346,345.66,0.5838,5219,0.5219,0,1,"Random",0.339999999999975,0.339999999999975
"806","Methyl-?-D-glucoside","Citrate",308,296.0691,0.9915,150,0.015,1,0.119154929577465,"Random",11.9309,11.9309
"807","Methyl-?-D-glucoside","D-Gluconate",292,283.9977,0.9463,808,0.0808,0,0.381348953974895,"Random",8.00229999999999,8.00229999999999
"808","Methyl-?-D-glucoside","D-Glucosamine",217,207.512,0.9711,448,0.0448,1,0.252672,"Random",9.488,9.488
"809","Methyl-?-D-glucoside","Nitrate",60,64.9267,0.13,9143,0.9143,0,1,"Random",-4.9267,4.9267
"810","Methyl-?-D-glucoside","Vitamin-free",67,73.4131,0.0756,9522,0.9522,0,1,"Random",-6.4131,6.4131
"811","Methyl-?-D-glucoside","2-Keto-D-gluconate",249,238.7519,0.9756,353,0.0353,1,0.217586885245902,"Random",10.2481,10.2481
"812","Methyl-?-D-glucoside","Starch formation",10,11.2831,0.3297,8436,0.8436,0,1,"Random",-1.2831,1.2831
"813","Methyl-?-D-glucoside","Growth at 19°C",380,379.7226,1,7390,0.739,0,1,"Random",0.2774,0.2774
"814","Methyl-?-D-glucoside","Growth at 25°C",380,379.6867,1,7129,0.7129,0,1,"Random",0.313300000000027,0.313300000000027
"815","Methyl-?-D-glucoside","Growth at 30°C",363,365.8488,0.1788,9040,0.904,0,1,"Random",-2.84879999999998,2.84879999999998
"8161","Methyl-?-D-glucoside","Growth at 37°C",386,340.7834,1,0,0,1,0,"Negative",45.2166,45.2166
"835","Soluble Starch","Cellobiose",133,129.7706,0.8271,2431,0.2431,0,0.785088,"Random",3.2294,3.2294
"836","Soluble Starch","Salicin",129,127.9049,0.6525,4445,0.4445,0,1,"Random",1.0951,1.0951
"837","Soluble Starch","L-Sorbose",102,108.139,0.1072,9304,0.9304,0,1,"Random",-6.139,6.139
"838","Soluble Starch","L-Rhamnose",64,61.9014,0.7368,3439,0.3439,0,0.994664615384615,"Random",2.0986,2.0986
"839","Soluble Starch","D-Xylose",142,138.8011,0.8478,2299,0.2299,0,0.764976991150442,"Random",3.19890000000001,3.19890000000001
"840","Soluble Starch","L-Arabinose",105,97.2929,0.9687,489,0.0489,1,0.270169756097561,"Random",7.7071,7.7071
"841","Soluble Starch","D-Arabinose",85,80.0744,0.8969,1499,0.1499,0,0.583059310344828,"Random",4.9256,4.9256
"842","Soluble Starch","D-Ribose",104,101.72,0.7346,3434,0.3434,0,0.994664615384615,"Random",2.28,2.28
"843","Soluble Starch","Methanol",7,12.5311,0.0288,9903,0.9903,0,1,"Random",-5.5311,5.5311
"844","Soluble Starch","Ethanol",150,150.5946,0.4734,6726,0.6726,0,1,"Random",-0.594600000000014,0.594600000000014
"845","Soluble Starch","Glycerol",151,152.1378,0.377,7666,0.7666,0,1,"Random",-1.1378,1.1378
"846","Soluble Starch","Erythritol",86,79.7223,0.9403,925,0.0925,0,0.415697211155378,"Random",6.2777,6.2777
"847","Soluble Starch","Ribitol",136,131.7765,0.891,1689,0.1689,0,0.635064,"Random",4.2235,4.2235
"848","Soluble Starch","Galactitol",58,49.2039,0.9971,66,0.0066,1,0.0647373913043478,"Random",8.7961,8.7961
"849","Soluble Starch","D-Mannitol",153,150.2879,0.8931,2070,0.207,0,0.722059259259259,"Random",2.71209999999999,2.71209999999999
"850","Soluble Starch","D-Glucitol",152,149.3569,0.8783,2166,0.2166,0,0.739995180722892,"Random",2.6431,2.6431
"851","Soluble Starch","myo-Inositol",37,31.5461,0.9751,479,0.0479,1,0.26616354679803,"Random",5.4539,5.4539
"8521","Soluble Starch","DL-Lactate",377,349.8114,0.998,42,0.0042,1,0.0446943396226415,"Negative",27.1886,27.1886
"853","Soluble Starch","Succinate",147,147.225,0.5217,6060,0.606,0,1,"Random",-0.224999999999994,0.224999999999994
"854","Soluble Starch","Citrate",132,128.5188,0.8402,2292,0.2292,0,0.764904142011834,"Random",3.4812,3.4812
"855","Soluble Starch","D-Gluconate",125,123.3125,0.6963,3933,0.3933,0,1,"Random",1.6875,1.6875
"856","Soluble Starch","D-Glucosamine",93,93.1736,0.5295,5609,0.5609,0,1,"Random",-0.173599999999993,0.173599999999993
"857","Soluble Starch","Nitrate",21,27.7525,0.0354,9827,0.9827,0,1,"Random",-6.7525,6.7525
"858","Soluble Starch","Vitamin-free",38,39.0191,0.4477,6560,0.656,0,1,"Random",-1.0191,1.0191
"859","Soluble Starch","2-Keto-D-gluconate",106,105.2093,0.6101,4764,0.4764,0,1,"Random",0.790700000000001,0.790700000000001
"860","Soluble Starch","Starch formation",4,4.7679,0.4533,7764,0.7764,0,1,"Random",-0.7679,0.7679
"861","Soluble Starch","Growth at 19°C",160,159.8934,1,8956,0.8956,0,1,"Random",0.106599999999986,0.106599999999986
"862","Soluble Starch","Growth at 25°C",160,159.8854,1,8889,0.8889,0,1,"Random",0.114599999999996,0.114599999999996
"863","Soluble Starch","Growth at 30°C",155,155.4632,0.4851,7169,0.7169,0,1,"Random",-0.463200000000001,0.463200000000001
"864","Soluble Starch","Growth at 37°C",86,91.4174,0.1538,8910,0.891,0,1,"Random",-5.4174,5.4174
"884","Cellobiose","Salicin",466,403.7592,1,0,0,1,0,"Positive",62.2408,62.2408
"885","Cellobiose","L-Sorbose",291,299.729,0.0678,9523,0.9523,0,1,"Random",-8.72899999999998,8.72899999999998
"886","Cellobiose","L-Rhamnose",156,146.0662,0.9958,85,0.0085,1,0.076704,"Random",9.93379999999999,9.93379999999999
"887","Cellobiose","D-Xylose",417,396.408,1,0,0,1,0,"Positive",20.592,20.592
"888","Cellobiose","L-Arabinose",229,219.5642,0.9844,282,0.0282,1,0.188889940828402,"Random",9.4358,9.4358
"889","Cellobiose","D-Arabinose",194,185.2399,0.9829,324,0.0324,1,0.207654545454545,"Random",8.76009999999999,8.76009999999999
"890","Cellobiose","D-Ribose",256,250.9078,0.861,1843,0.1843,0,0.668820578778135,"Random",5.09219999999999,5.09219999999999
"891","Cellobiose","Methanol",39,41.4631,0.25,8400,0.84,0,1,"Random",-2.4631,2.4631
"892","Cellobiose","Ethanol",437,439.1373,0.336,7502,0.7502,0,1,"Random",-2.13729999999998,2.13729999999998
"893","Cellobiose","Glycerol",445,447.2876,0.3062,7839,0.7839,0,1,"Random",-2.2876,2.2876
"894","Cellobiose","Erythritol",186,177.8346,0.976,407,0.0407,1,0.238836734693878,"Random",8.16540000000001,8.16540000000001
"895","Cellobiose","Ribitol",365,355.904,0.9671,525,0.0525,0,0.286086956521739,"Random",9.096,9.096
"896","Cellobiose","Galactitol",79,78.2071,0.6628,4686,0.4686,0,1,"Random",0.792900000000003,0.792900000000003
"897","Cellobiose","D-Mannitol",445,435.8724,0.9903,192,0.0192,1,0.144384,"Random",9.12759999999997,9.12759999999997
"898","Cellobiose","D-Glucitol",443,433.1971,0.9926,149,0.0149,1,0.119154929577465,"Random",9.80290000000002,9.80290000000002
"899","Cellobiose","myo-Inositol",56,55.8618,0.5803,5584,0.5584,0,1,"Random",0.138199999999998,0.138199999999998
"9001","Cellobiose","DL-Lactate",417,367.6904,1,0,0,1,0,"Negative",49.3096,49.3096
"901","Cellobiose","Succinate",432,427.6693,0.8713,1844,0.1844,0,0.668820578778135,"Random",4.33069999999998,4.33069999999998
"902","Cellobiose","Citrate",367,353.4787,0.996,75,0.0075,1,0.0699173553719008,"Random",13.5213,13.5213
